ConvId,utterance0,utterance1,utterance2,utterance3,utterance4,utterance5,utterance6,utterance7,utterance8,utterance9,utterance10,utterance11,utterance12,utterance13,utterance14,utterance15,utterance16,utterance17,utterance18,utterance19,utterance20,utterance21,understanding,task-completion,interest-arousal,efficiency,dialogue-overall,justification-text
4S,SYSTEM	Hello!,USER	Hey there!,SYSTEM	What type of movie are you in the mood for?,USER	Having a great day Im in the mood for a good laugh can you recommend me a few films?,"SYSTEM	""Monty Python and the Holy Grail (1975)"" Is a good one if you like dry humor. ""Airplane! (1980)"" is also a good one like that.","USER	Oh i love all those films I used to watch them with my pops I wish they would make an ""Airplane! (1980)"" two","SYSTEM	If you like more recent and obvious humor ""Wedding Crashers (2005)"" THey did make ""Airplane II: The Sequel (1982)"" You should check it out!",USER	oh no way!! I would love to watch that movie,"SYSTEM	Did you see ""Wedding Crashers (2005)""","USER	are there any other movies similar to that one? ""Wedding Crashers (2005)"" was brilliant way over the top haha I might watch ""Airplane II: The Sequel (1982)"" tonight thank you so much","SYSTEM	You might like ""Step Brothers  (2008)""",USER	you've helped. Goodbye and have a great one,,,,,,,,,,,2.0,2.0,3.0,1.0,4.0,what type of movie are in the mood for?
4S,SYSTEM	Hello!,USER	Hey there!,SYSTEM	What type of movie are you in the mood for?,USER	Having a great day Im in the mood for a good laugh can you recommend me a few films?,"SYSTEM	""Monty Python and the Holy Grail (1975)"" Is a good one if you like dry humor. ""Airplane! (1980)"" is also a good one like that.","USER	Oh i love all those films I used to watch them with my pops I wish they would make an ""Airplane! (1980)"" two","SYSTEM	If you like more recent and obvious humor ""Wedding Crashers (2005)"" THey did make ""Airplane II: The Sequel (1982)"" You should check it out!",USER	oh no way!! I would love to watch that movie,"SYSTEM	Did you see ""Wedding Crashers (2005)""","USER	are there any other movies similar to that one? ""Wedding Crashers (2005)"" was brilliant way over the top haha I might watch ""Airplane II: The Sequel (1982)"" tonight thank you so much","SYSTEM	You might like ""Step Brothers  (2008)""",USER	you've helped. Goodbye and have a great one,,,,,,,,,,,2.0,2.0,1.0,0.0,4.0,THE SYSTEM TRIES TO SATIFIES THE USERS RECOMMENDED MOVIES AND THE USER ALSO FEEL'S HAPPY
4S,SYSTEM	Hello!,USER	Hey there!,SYSTEM	What type of movie are you in the mood for?,USER	Having a great day Im in the mood for a good laugh can you recommend me a few films?,"SYSTEM	""Monty Python and the Holy Grail (1975)"" Is a good one if you like dry humor. ""Airplane! (1980)"" is also a good one like that.","USER	Oh i love all those films I used to watch them with my pops I wish they would make an ""Airplane! (1980)"" two","SYSTEM	If you like more recent and obvious humor ""Wedding Crashers (2005)"" THey did make ""Airplane II: The Sequel (1982)"" You should check it out!",USER	oh no way!! I would love to watch that movie,"SYSTEM	Did you see ""Wedding Crashers (2005)""","USER	are there any other movies similar to that one? ""Wedding Crashers (2005)"" was brilliant way over the top haha I might watch ""Airplane II: The Sequel (1982)"" tonight thank you so much","SYSTEM	You might like ""Step Brothers  (2008)""",USER	you've helped. Goodbye and have a great one,,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,"The system had a clear understanding of what the user was looking for, as well as made movie recommendations the user was interested in. The system also informed the user about a movie off a simple ""I wish"" comment the user made, and that made it feel life like. The system never went of the genre the user was looking for either. This would feel like talking to a friend, almost."
T2,SYSTEM	Hi!,USER	hello,SYSTEM	What type of movie are you looking for?,"USER	did I talk to you earlier ""Blade Runner 2049 (2017)"" was a dissapointment but im looking for another Sci-Fi movie.","SYSTEM	I haven't seen that yet I was a fan of ""Interstellar  (2014)""","USER	I was looking for something with lots of explosions like ""Independence Day  (1996)""","SYSTEM	I also thought ""Arrival  (2016)"" was interesting oh well, lets see","USER	Those two movies sound too slow moving, i saw intersteller, and it was","SYSTEM	have you seen ""Snowpiercer (2013)"" ? It was one of those - so bad but good","USER	was that the one with the train? yes it was good, except for the end","SYSTEM	yeah, agreed Im not sure of sci fi with explosions hopefully those worked for you",USER	has Michael Bay done anything recently ?,"SYSTEM	just ""Transformers: The Last Knight (2017)"" I wasn't a fan Hope that helps! have a good da!",,,,,,,,,,3.0,3.0,3.0,1.0,5.0,Excellent the system understands the user and meets their interest
T2,SYSTEM	Hi!,USER	hello,SYSTEM	What type of movie are you looking for?,"USER	did I talk to you earlier ""Blade Runner 2049 (2017)"" was a dissapointment but im looking for another Sci-Fi movie.","SYSTEM	I haven't seen that yet I was a fan of ""Interstellar  (2014)""","USER	I was looking for something with lots of explosions like ""Independence Day  (1996)""","SYSTEM	I also thought ""Arrival  (2016)"" was interesting oh well, lets see","USER	Those two movies sound too slow moving, i saw intersteller, and it was","SYSTEM	have you seen ""Snowpiercer (2013)"" ? It was one of those - so bad but good","USER	was that the one with the train? yes it was good, except for the end","SYSTEM	yeah, agreed Im not sure of sci fi with explosions hopefully those worked for you",USER	has Michael Bay done anything recently ?,"SYSTEM	just ""Transformers: The Last Knight (2017)"" I wasn't a fan Hope that helps! have a good da!",,,,,,,,,,2.0,3.0,3.0,1.0,4.0,I WAS LOKKING SOMETHING WITH LOTS OF EXPLOSIONS
T2,SYSTEM	Hi!,USER	hello,SYSTEM	What type of movie are you looking for?,"USER	did I talk to you earlier ""Blade Runner 2049 (2017)"" was a dissapointment but im looking for another Sci-Fi movie.","SYSTEM	I haven't seen that yet I was a fan of ""Interstellar  (2014)""","USER	I was looking for something with lots of explosions like ""Independence Day  (1996)""","SYSTEM	I also thought ""Arrival  (2016)"" was interesting oh well, lets see","USER	Those two movies sound too slow moving, i saw intersteller, and it was","SYSTEM	have you seen ""Snowpiercer (2013)"" ? It was one of those - so bad but good","USER	was that the one with the train? yes it was good, except for the end","SYSTEM	yeah, agreed Im not sure of sci fi with explosions hopefully those worked for you",USER	has Michael Bay done anything recently ?,"SYSTEM	just ""Transformers: The Last Knight (2017)"" I wasn't a fan Hope that helps! have a good da!",,,,,,,,,,2.0,2.0,2.0,0.0,3.0,The system does try to match the user's interest but the user has either already seen the movie or is not interested in the recommendation.
5H,"SYSTEM	Hi, what type of movie do you like?",USER	Action,"SYSTEM	Like ""Speed  (1994)"" ? ""John Wick (2014)"" ?","USER	Yep, exactly!","SYSTEM	I won't mess with ""John Wick: Chapter 2 (2017)"" , it was not good!","USER	Don't do it, OK.","SYSTEM	I like all ""Fast & Furious  (2009)"" movies.","USER	Ah yes, that franchise is good, but now that Paul is gone, I dunno","SYSTEM	Not the best plots but entertaining... I know, so sad","USER	Right, highly entertaining lol","SYSTEM	I heard the new ""Jumanji  (2017)"" is not too bad.","USER	Yeah, my kids saw it. They liked it. I might check it out myself. But I think I have enough suggestions. Thank you! Goodbye",,,,,,,,,,,2.0,2.0,2.0,0.0,4.0,THE SYSTEM RECOMMENDED FOR GOOD MOVIES INTO THE USER THERE WAS  HELPFULL .
5H,"SYSTEM	Hi, what type of movie do you like?",USER	Action,"SYSTEM	Like ""Speed  (1994)"" ? ""John Wick (2014)"" ?","USER	Yep, exactly!","SYSTEM	I won't mess with ""John Wick: Chapter 2 (2017)"" , it was not good!","USER	Don't do it, OK.","SYSTEM	I like all ""Fast & Furious  (2009)"" movies.","USER	Ah yes, that franchise is good, but now that Paul is gone, I dunno","SYSTEM	Not the best plots but entertaining... I know, so sad","USER	Right, highly entertaining lol","SYSTEM	I heard the new ""Jumanji  (2017)"" is not too bad.","USER	Yeah, my kids saw it. They liked it. I might check it out myself. But I think I have enough suggestions. Thank you! Goodbye",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system was able to generate a conversation with the person that felt fairly natural.  It also suggested movies that the user seemed to appreciate.
5H,"SYSTEM	Hi, what type of movie do you like?",USER	Action,"SYSTEM	Like ""Speed  (1994)"" ? ""John Wick (2014)"" ?","USER	Yep, exactly!","SYSTEM	I won't mess with ""John Wick: Chapter 2 (2017)"" , it was not good!","USER	Don't do it, OK.","SYSTEM	I like all ""Fast & Furious  (2009)"" movies.","USER	Ah yes, that franchise is good, but now that Paul is gone, I dunno","SYSTEM	Not the best plots but entertaining... I know, so sad","USER	Right, highly entertaining lol","SYSTEM	I heard the new ""Jumanji  (2017)"" is not too bad.","USER	Yeah, my kids saw it. They liked it. I might check it out myself. But I think I have enough suggestions. Thank you! Goodbye",,,,,,,,,,,3.0,2.0,1.0,0.0,2.0,"In the end, SYSTEM does not recommend an Action movie as the user originally intended. User ""might"" watch Jumanji sometime instead. User seems overall not impressed by SYSTEM."
9U,SYSTEM	Hey Can I help you find a movie?,USER	Hi! Yes please! I like scary movies! DO you have any recommendations?,"SYSTEM	""A Nightmare on Elm Street (1984)"" made it so I haven't been able to sleep in 20 years.","USER	SOmething like ""Halloween  (1978)"" would be great! Oh that one is awesome. I've seen it!","SYSTEM	You can also check out ""The Skeleton Key (2005)""",USER	I did see that one and it was very creepy! Do you know of maybe another one?,"SYSTEM	or ""The Ring  (2002)""","USER	Oh! I need to check ""The Ring  (2002)"" out! Great idea!","SYSTEM	""The Glass House  (2001)"" was also really creepy",USER	I haven't seen that one either! Thanks! SOunds great for a creepy movie!,SYSTEM	I am really particular when I like horror movies but that's a few i've seen that were enjoyable.,USER	Thank you for your help! Goodbye!,,,,,,,,,,,2.0,3.0,2.0,1.0,5.0,it is informative and useful
9U,SYSTEM	Hey Can I help you find a movie?,USER	Hi! Yes please! I like scary movies! DO you have any recommendations?,"SYSTEM	""A Nightmare on Elm Street (1984)"" made it so I haven't been able to sleep in 20 years.","USER	SOmething like ""Halloween  (1978)"" would be great! Oh that one is awesome. I've seen it!","SYSTEM	You can also check out ""The Skeleton Key (2005)""",USER	I did see that one and it was very creepy! Do you know of maybe another one?,"SYSTEM	or ""The Ring  (2002)""","USER	Oh! I need to check ""The Ring  (2002)"" out! Great idea!","SYSTEM	""The Glass House  (2001)"" was also really creepy",USER	I haven't seen that one either! Thanks! SOunds great for a creepy movie!,SYSTEM	I am really particular when I like horror movies but that's a few i've seen that were enjoyable.,USER	Thank you for your help! Goodbye!,,,,,,,,,,,3.0,3.0,3.0,0.0,4.0,"The SYSTEM does a good job recommending movies the user likes and will watch, but it takes more than 3 turns."
9U,SYSTEM	Hey Can I help you find a movie?,USER	Hi! Yes please! I like scary movies! DO you have any recommendations?,"SYSTEM	""A Nightmare on Elm Street (1984)"" made it so I haven't been able to sleep in 20 years.","USER	SOmething like ""Halloween  (1978)"" would be great! Oh that one is awesome. I've seen it!","SYSTEM	You can also check out ""The Skeleton Key (2005)""",USER	I did see that one and it was very creepy! Do you know of maybe another one?,"SYSTEM	or ""The Ring  (2002)""","USER	Oh! I need to check ""The Ring  (2002)"" out! Great idea!","SYSTEM	""The Glass House  (2001)"" was also really creepy",USER	I haven't seen that one either! Thanks! SOunds great for a creepy movie!,SYSTEM	I am really particular when I like horror movies but that's a few i've seen that were enjoyable.,USER	Thank you for your help! Goodbye!,,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,"I think the system does a good job of engaging the user and understands that they want recommendations for a good scary movie.  The system offers a couple suggestions that the user either really likes, or hasn't seen yet, but will want to check out.  The system also does a pretty good job of being interesting and keeping things engaging."
6X,SYSTEM	Afternoon!,USER	Hello Can you help me find scary movies?,"SYSTEM	Ever seen ""Flight  (2009)""","USER	I just watched ""Insidious: The Last Key (2018)"" lastnight. No I haven't","SYSTEM	Okay so you like scary movies like ""Hannibal  (2001)""","USER	Yes! I have seen ""Hannibal  (2001)"" though.","SYSTEM	I think ""Carrie  (1976)"" is still a ultimate scary movie.","USER	""Carrie  (1976)"" rings a bell, but I think I've seen the new remake one","SYSTEM	Also an older 1 but goodie is ""The Hand That Rocks the Cradle ""","USER	Okay! I'll have to check that one out, never heard of it. Thank you!",SYSTEM	No problem how was the movie from last night I wouldn't mind seeing it,"USER	It was okay, the first part had me a bit scared, then after than not so much. I found myself laughing at the end. Sooo... check it out!",,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,hello can you help me find scary movies?
6X,SYSTEM	Afternoon!,USER	Hello Can you help me find scary movies?,"SYSTEM	Ever seen ""Flight  (2009)""","USER	I just watched ""Insidious: The Last Key (2018)"" lastnight. No I haven't","SYSTEM	Okay so you like scary movies like ""Hannibal  (2001)""","USER	Yes! I have seen ""Hannibal  (2001)"" though.","SYSTEM	I think ""Carrie  (1976)"" is still a ultimate scary movie.","USER	""Carrie  (1976)"" rings a bell, but I think I've seen the new remake one","SYSTEM	Also an older 1 but goodie is ""The Hand That Rocks the Cradle ""","USER	Okay! I'll have to check that one out, never heard of it. Thank you!",SYSTEM	No problem how was the movie from last night I wouldn't mind seeing it,"USER	It was okay, the first part had me a bit scared, then after than not so much. I found myself laughing at the end. Sooo... check it out!",,,,,,,,,,,3.0,3.0,3.0,0.0,4.0,"The user ends up agreeing to check out ""the Hand that Rocks the Cradle"""
6X,SYSTEM	Afternoon!,USER	Hello Can you help me find scary movies?,"SYSTEM	Ever seen ""Flight  (2009)""","USER	I just watched ""Insidious: The Last Key (2018)"" lastnight. No I haven't","SYSTEM	Okay so you like scary movies like ""Hannibal  (2001)""","USER	Yes! I have seen ""Hannibal  (2001)"" though.","SYSTEM	I think ""Carrie  (1976)"" is still a ultimate scary movie.","USER	""Carrie  (1976)"" rings a bell, but I think I've seen the new remake one","SYSTEM	Also an older 1 but goodie is ""The Hand That Rocks the Cradle ""","USER	Okay! I'll have to check that one out, never heard of it. Thank you!",SYSTEM	No problem how was the movie from last night I wouldn't mind seeing it,"USER	It was okay, the first part had me a bit scared, then after than not so much. I found myself laughing at the end. Sooo... check it out!",,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,THE SYSTEM TRIES TO MAKE THE USER  SATIFIED AND THEYGET SATISFIED OF THE SYSTEM RECOMMENDATIONS
9J,SYSTEM	hi,USER	Hello :),SYSTEM	what kind of movies are you looking for today?,"USER	I need a nice sappy tear jerker! I can only watch ""The Notebook (2004)"" so many times lol","SYSTEM	hmmm, how about ""Titanic (2012)"" or ""The Boy in the Plastic Bubble (1976)"" I think you might ""The Piano (1993)"" it was sad.","USER	I have seen ""Titanic (2012)"" a bunch of times too. I have not seen ""The Boy in the Plastic Bubble (1976)."" what is that about?",SYSTEM	a boy who lives in a bubble because his immune system is messed up. he makes friends with the girl next door. it's sappy,USER	oh sounds right up my alley! I will check it out,SYSTEM	a young John Travolta is the boy,USER	thanks for the suggestions!,"SYSTEM	hope you enjoy it, have a great day!",USER	bye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,I have seen titanic 2012 a bunch of times too. I have not seen they boy in the plastic bubble 1976
9J,SYSTEM	hi,USER	Hello :),SYSTEM	what kind of movies are you looking for today?,"USER	I need a nice sappy tear jerker! I can only watch ""The Notebook (2004)"" so many times lol","SYSTEM	hmmm, how about ""Titanic (2012)"" or ""The Boy in the Plastic Bubble (1976)"" I think you might ""The Piano (1993)"" it was sad.","USER	I have seen ""Titanic (2012)"" a bunch of times too. I have not seen ""The Boy in the Plastic Bubble (1976)."" what is that about?",SYSTEM	a boy who lives in a bubble because his immune system is messed up. he makes friends with the girl next door. it's sappy,USER	oh sounds right up my alley! I will check it out,SYSTEM	a young John Travolta is the boy,USER	thanks for the suggestions!,"SYSTEM	hope you enjoy it, have a great day!",USER	bye,,,,,,,,,,,2.0,3.0,2.0,1.0,4.0,THE SYSTEM TRIES TO MATCH USESS GOOD . SYSTEM HIS REFER TO THE MOVIE THE MOVIE HIS GOOD.
9J,SYSTEM	hi,USER	Hello :),SYSTEM	what kind of movies are you looking for today?,"USER	I need a nice sappy tear jerker! I can only watch ""The Notebook (2004)"" so many times lol","SYSTEM	hmmm, how about ""Titanic (2012)"" or ""The Boy in the Plastic Bubble (1976)"" I think you might ""The Piano (1993)"" it was sad.","USER	I have seen ""Titanic (2012)"" a bunch of times too. I have not seen ""The Boy in the Plastic Bubble (1976)."" what is that about?",SYSTEM	a boy who lives in a bubble because his immune system is messed up. he makes friends with the girl next door. it's sappy,USER	oh sounds right up my alley! I will check it out,SYSTEM	a young John Travolta is the boy,USER	thanks for the suggestions!,"SYSTEM	hope you enjoy it, have a great day!",USER	bye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"The system shows a lot of interest and understanding when recommending the movies to the user. The system knows they User wants something sad, and when one of the recommendations is off the table, the system focuses up on the one that is left and gives details about it."
AI,"SYSTEM	HI, are you needing a movie idea? I have some suggestions.",USER	yes please im looking for a good horror movie,"SYSTEM	The movie ""A Wrinkle in Time "" is a fun one! Oops! Let me find a horror.",USER	that was a good movie too,SYSTEM	What is your favorite horror movie?,"USER	""Annabelle  (2014)"" that was really good, my daughter and I went to see it, its very scary","SYSTEM	Okay, I loved that one! Great movie!",USER	i also up for any good movies really,"SYSTEM	I would recommend ""It  (2017)"" If you like scary but funny clowns.","USER	""It  (2017)"" was awesome but, I liked the older version better","SYSTEM	Okay, thank you. A good movie that is out right now is called ""Winchester (2018)""","USER	I haven't seen that one, I have heard good things about it though, I'll give that one a try",SYSTEM	I agree! Classics are usually best.,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,THE SYSTEM TRIES TO MATCH THE USERS RECOMMENDATION AND THE USER'S GET SATISFACTION
AI,"SYSTEM	HI, are you needing a movie idea? I have some suggestions.",USER	yes please im looking for a good horror movie,"SYSTEM	The movie ""A Wrinkle in Time "" is a fun one! Oops! Let me find a horror.",USER	that was a good movie too,SYSTEM	What is your favorite horror movie?,"USER	""Annabelle  (2014)"" that was really good, my daughter and I went to see it, its very scary","SYSTEM	Okay, I loved that one! Great movie!",USER	i also up for any good movies really,"SYSTEM	I would recommend ""It  (2017)"" If you like scary but funny clowns.","USER	""It  (2017)"" was awesome but, I liked the older version better","SYSTEM	Okay, thank you. A good movie that is out right now is called ""Winchester (2018)""","USER	I haven't seen that one, I have heard good things about it though, I'll give that one a try",SYSTEM	I agree! Classics are usually best.,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,THE SYSTEM RECOMEND MOVIE BASED ON THE USER PREFRENCE AND USER LOVE TO WATCH IT
AI,"SYSTEM	HI, are you needing a movie idea? I have some suggestions.",USER	yes please im looking for a good horror movie,"SYSTEM	The movie ""A Wrinkle in Time "" is a fun one! Oops! Let me find a horror.",USER	that was a good movie too,SYSTEM	What is your favorite horror movie?,"USER	""Annabelle  (2014)"" that was really good, my daughter and I went to see it, its very scary","SYSTEM	Okay, I loved that one! Great movie!",USER	i also up for any good movies really,"SYSTEM	I would recommend ""It  (2017)"" If you like scary but funny clowns.","USER	""It  (2017)"" was awesome but, I liked the older version better","SYSTEM	Okay, thank you. A good movie that is out right now is called ""Winchester (2018)""","USER	I haven't seen that one, I have heard good things about it though, I'll give that one a try",SYSTEM	I agree! Classics are usually best.,,,,,,,,,,3.0,3.0,3.0,0.0,4.0,"SYSTEM took too long to get around to a good recommendation, most notably the first round where it recommended a non-horror movie. Eventually the user found his movie to watch and was satisfied."
A9,SYSTEM	Hello there. I am your movie recommender.,USER	Hi there,SYSTEM	What kind of movie would you like a recommendation for?,"USER	Any good Sci-fi's Like ""Interstellar  (2014)""","SYSTEM	Are you more of a ""Star Wars"" type of person or a ""Dune  (1984)"" sort of person? Ah, ""Interstellar  (2014)"" . Give me second.",USER	Love Star Wars,"SYSTEM	You might like ""The Martian  (2015)"" . Have you read the book? ""Inception (2010)"" has some of the same mind bending ideas.","USER	Seen them both, I prefer inception more. I also like ""Blade Runner (1982)""","SYSTEM	A lot of people say go for ""Prime  (2005)"" but I disagree. I found it confusing. I don't think you should pay money to see ""Blade Runner 2049 (2017)"" , but you would probably enjoy some of the ideas.",USER	See the original from 1982.,"SYSTEM	It isn't relaly a Sci-Fi movie, but if you liked ""Inception (2010)"" , you will like enjoy ""Memento  (2000)"" .",USER	Thanks for that will watch Memento.,"SYSTEM	Yeah, I saw the original, Unfortunately, I saw 2049 first. Great. I think we're good?",,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"i gave the recommendation by user and system recommendatio. the system give its opinion and the user replied along with it,"
A9,SYSTEM	Hello there. I am your movie recommender.,USER	Hi there,SYSTEM	What kind of movie would you like a recommendation for?,"USER	Any good Sci-fi's Like ""Interstellar  (2014)""","SYSTEM	Are you more of a ""Star Wars"" type of person or a ""Dune  (1984)"" sort of person? Ah, ""Interstellar  (2014)"" . Give me second.",USER	Love Star Wars,"SYSTEM	You might like ""The Martian  (2015)"" . Have you read the book? ""Inception (2010)"" has some of the same mind bending ideas.","USER	Seen them both, I prefer inception more. I also like ""Blade Runner (1982)""","SYSTEM	A lot of people say go for ""Prime  (2005)"" but I disagree. I found it confusing. I don't think you should pay money to see ""Blade Runner 2049 (2017)"" , but you would probably enjoy some of the ideas.",USER	See the original from 1982.,"SYSTEM	It isn't relaly a Sci-Fi movie, but if you liked ""Inception (2010)"" , you will like enjoy ""Memento  (2000)"" .",USER	Thanks for that will watch Memento.,"SYSTEM	Yeah, I saw the original, Unfortunately, I saw 2049 first. Great. I think we're good?",,,,,,,,,,3.0,3.0,3.0,1.0,5.0,This system created a good conversation with the user with a good cadence.  It used the comments of the user to create recommendations that were relevant.  It also did it in a very unscripted way.
A9,SYSTEM	Hello there. I am your movie recommender.,USER	Hi there,SYSTEM	What kind of movie would you like a recommendation for?,"USER	Any good Sci-fi's Like ""Interstellar  (2014)""","SYSTEM	Are you more of a ""Star Wars"" type of person or a ""Dune  (1984)"" sort of person? Ah, ""Interstellar  (2014)"" . Give me second.",USER	Love Star Wars,"SYSTEM	You might like ""The Martian  (2015)"" . Have you read the book? ""Inception (2010)"" has some of the same mind bending ideas.","USER	Seen them both, I prefer inception more. I also like ""Blade Runner (1982)""","SYSTEM	A lot of people say go for ""Prime  (2005)"" but I disagree. I found it confusing. I don't think you should pay money to see ""Blade Runner 2049 (2017)"" , but you would probably enjoy some of the ideas.",USER	See the original from 1982.,"SYSTEM	It isn't relaly a Sci-Fi movie, but if you liked ""Inception (2010)"" , you will like enjoy ""Memento  (2000)"" .",USER	Thanks for that will watch Memento.,"SYSTEM	Yeah, I saw the original, Unfortunately, I saw 2049 first. Great. I think we're good?",,,,,,,,,,3.0,3.0,3.0,1.0,5.0,A lot of people say go for prime (2005) but i disagree .I found it confusing i don't think you should pay money to see blade runner
JL,SYSTEM	Hi.,USER	Hi there,SYSTEM	What's your movie taste?,"USER	I love movies, every genre is fine by me what about you?","SYSTEM	Have you seen ""Spider-Man: Homecoming (2017)"" ? I like most genres. Good comedies are very rare, though.","USER	yes, that was very entertaining","SYSTEM	I think ""Arrival  (2016)"" was the best movie in recent years. Also, ""The Babadook (2014)"" was very scary.","USER	""Arrival  (2016)"" was an awesome movie, totally agree","SYSTEM	Have you seen ""Blade Runner 2049 (2017)"" ?","USER	I've never seen ""The Babadook (2014)"" , I will put it in my to do list",SYSTEM	Great. Have a good one.,"USER	""Blade Runner 2049 (2017)"" was great, I wasn't dissapointed I was afraid that it was going to ruin the legacy of the original one",SYSTEM	That's good to know. I will see it soon. Bye.,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,THE SYSTEM HAD A CONVERSATION TO USER AND THE SYSTEM TRIES TO MATCH THE USRES RECOMMENDED MOVIES
JL,SYSTEM	Hi.,USER	Hi there,SYSTEM	What's your movie taste?,"USER	I love movies, every genre is fine by me what about you?","SYSTEM	Have you seen ""Spider-Man: Homecoming (2017)"" ? I like most genres. Good comedies are very rare, though.","USER	yes, that was very entertaining","SYSTEM	I think ""Arrival  (2016)"" was the best movie in recent years. Also, ""The Babadook (2014)"" was very scary.","USER	""Arrival  (2016)"" was an awesome movie, totally agree","SYSTEM	Have you seen ""Blade Runner 2049 (2017)"" ?","USER	I've never seen ""The Babadook (2014)"" , I will put it in my to do list",SYSTEM	Great. Have a good one.,"USER	""Blade Runner 2049 (2017)"" was great, I wasn't dissapointed I was afraid that it was going to ruin the legacy of the original one",SYSTEM	That's good to know. I will see it soon. Bye.,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,The system gives a exact information about the movie to fulfill the user needs.
JL,SYSTEM	Hi.,USER	Hi there,SYSTEM	What's your movie taste?,"USER	I love movies, every genre is fine by me what about you?","SYSTEM	Have you seen ""Spider-Man: Homecoming (2017)"" ? I like most genres. Good comedies are very rare, though.","USER	yes, that was very entertaining","SYSTEM	I think ""Arrival  (2016)"" was the best movie in recent years. Also, ""The Babadook (2014)"" was very scary.","USER	""Arrival  (2016)"" was an awesome movie, totally agree","SYSTEM	Have you seen ""Blade Runner 2049 (2017)"" ?","USER	I've never seen ""The Babadook (2014)"" , I will put it in my to do list",SYSTEM	Great. Have a good one.,"USER	""Blade Runner 2049 (2017)"" was great, I wasn't dissapointed I was afraid that it was going to ruin the legacy of the original one",SYSTEM	That's good to know. I will see it soon. Bye.,,,,,,,,,,3.0,2.0,1.0,1.0,4.0,"The system makes good enough recommendations like Arrival and The Babadook, adding that the latter was a scary movie, trying to draw interest from the user."
7W,SYSTEM	Hello new best friend!,USER	Hello lol,"SYSTEM	Know any good stalker movies like ""The Cable Guy?""",USER	No one of a kind one of a kind,"SYSTEM	Fair enough. I was just being silly. By the way, you look great from your yard. :) Just kidding. Any suggestions?",USER	I'm seeking horror movies,"SYSTEM	Well, ""Cube  (1997)"" is now a classic but great. ""The Shining  (1980)"" is obviously one of the best of all times. I am partial to the ""Alien  (1979)"" franchise, as well.","USER	Yes I've never seen the first one. But love ""The Shining  (1980)"" and ""Alien  (1979)""","SYSTEM	Are you looking for any particular type, such as psycho killer or monster movie? Ghosts would be another genre of it.",USER	either one is fine No ghosts...that's too scary,"SYSTEM	Lol, fair enough. ""Hostel  (2011)"" if you want something that is gory and quite scary.",USER	Oh that was one I wanted to see. Thanks for the suggestions best friend. Goodbye.,,,,,,,,,,,2.0,3.0,2.0,1.0,4.0,THE SYSTEM TRIES TO MATCH THE USES'S RECOMMENDED MOVIES AND IT WAS GOOD. THIS IS HRLPFULL.
7W,SYSTEM	Hello new best friend!,USER	Hello lol,"SYSTEM	Know any good stalker movies like ""The Cable Guy?""",USER	No one of a kind one of a kind,"SYSTEM	Fair enough. I was just being silly. By the way, you look great from your yard. :) Just kidding. Any suggestions?",USER	I'm seeking horror movies,"SYSTEM	Well, ""Cube  (1997)"" is now a classic but great. ""The Shining  (1980)"" is obviously one of the best of all times. I am partial to the ""Alien  (1979)"" franchise, as well.","USER	Yes I've never seen the first one. But love ""The Shining  (1980)"" and ""Alien  (1979)""","SYSTEM	Are you looking for any particular type, such as psycho killer or monster movie? Ghosts would be another genre of it.",USER	either one is fine No ghosts...that's too scary,"SYSTEM	Lol, fair enough. ""Hostel  (2011)"" if you want something that is gory and quite scary.",USER	Oh that was one I wanted to see. Thanks for the suggestions best friend. Goodbye.,,,,,,,,,,,2.0,3.0,2.0,1.0,4.0,YES I'VE NEVER SEEN FIRST ONE.BUT LOVE ''THE SHINNING (1980)AND ALINE (1979)''
7W,SYSTEM	Hello new best friend!,USER	Hello lol,"SYSTEM	Know any good stalker movies like ""The Cable Guy?""",USER	No one of a kind one of a kind,"SYSTEM	Fair enough. I was just being silly. By the way, you look great from your yard. :) Just kidding. Any suggestions?",USER	I'm seeking horror movies,"SYSTEM	Well, ""Cube  (1997)"" is now a classic but great. ""The Shining  (1980)"" is obviously one of the best of all times. I am partial to the ""Alien  (1979)"" franchise, as well.","USER	Yes I've never seen the first one. But love ""The Shining  (1980)"" and ""Alien  (1979)""","SYSTEM	Are you looking for any particular type, such as psycho killer or monster movie? Ghosts would be another genre of it.",USER	either one is fine No ghosts...that's too scary,"SYSTEM	Lol, fair enough. ""Hostel  (2011)"" if you want something that is gory and quite scary.",USER	Oh that was one I wanted to see. Thanks for the suggestions best friend. Goodbye.,,,,,,,,,,,1.0,1.0,0.0,0.0,5.0,CONVERSATIONAL SYSTEM
