ConvId,utterance0,utterance1,utterance2,utterance3,relevance1,interestingness1,overall1,utterance4,utterance5,utterance6,utterance7,relevance2,interestingness2,overall2,utterance8,utterance9,utterance10,utterance11,relevance3,interestingness3,overall3
86,SYSTEM	Hi Any genre you love?,USER	I love horror Any recommendations?,"SYSTEM	Have you seen ""The Witch  (2015)"" ?","USER	I have, that one was great! I like ""Alien: Covenant (2017)""",4,2,4,"SYSTEM	That was good too.Have you seen ""The Blackcoat's Daughter (2015)"" ?",USER	No what is it about?,SYSTEM	It is hard to explain in short the devil. but really different.,"USER	awesome I will check it out, anything like ""Resident Evil: Apocalypse (2004)"" ?",4,3,4.0,SYSTEM	No not at all.Much more indie and phsycological.,USER	ok cool any other recommendations at this point?,"SYSTEM	Um ""High Tension (2003)"" tensionA french horror.",USER	Awesome I will check it out,4,3,4
KM,SYSTEM	Hi. How are you today?,USER	Hi there.,SYSTEM	What kind of movies do you like?,USER	I like horror and suspense,0,2,3,"SYSTEM	Nice! I love horror movies too. Have you watched ""A Quiet Place (2018)"" ? One of the best movies i've ever seen!It's so different from all the other movies","USER	No, I haven't heard of it, but I'm willing to try it out.","SYSTEM	It just came out. It's really good. I wouldn't say it's super scary but it's very interesting Also, have you watched ""Happy Death Day  (2017)"" ?","USER	Nope! Willing to, but never heard of it either.",3,3,5.0,"SYSTEM	Again, it isn't that scary but it's good. It depends on what kind of horror movies you like. Do you like movies with a lot of blood like ""Jigsaw (2017)"" or ghost movies like ""Paranormal Activity (2007)""","USER	Oh my Jigsaw scares me, but I will definitely watch Paranormal activity, meh. Didn't care for it. Seemed too staged.","SYSTEM	I recently watched ""Insidious: Chapter 4 (2018)"" . It's very scary! It's about the lady who can feel or see ghosts","USER	Oh man, I can't! Super scary But hey, I think I'm good now. I appreciate your suggestions! Thank you, and have a beautiful day.",3,3,5
G3,SYSTEM   What sort of movies are you wanting to see?,"USER   I need a Christmas movie, something like “Die hard (1988)”","SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family.",1,1,1,"SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family. Can you recommend horror movies like ""The Conjuring (2013)"" Or ""The Exorcist (1973)""","SYSTEM   ""The Haunting (1999)"" is a really scary ghost movie. It's great.",USER   I don't like that one,1,3,2.0,"SYSTEM   I would also recommend ""Halloween (1978)"" it's very scary.You could watch the movie ""Scream (1996)"" it's great.","USER   mmm I would prefer something more like ""The Amityville Curse (1990)""","SYSTEM   Have you seen ""Seven (1995)""? That's a great one that is somewhat similar.",USER   Oh yea I will watch that again great choice!,3,3,5
G3,SYSTEM   What sort of movies are you wanting to see?,"USER   I need a Christmas movie, something like “Die hard (1988)”","SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family.",1,1,1,"SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family. Can you recommend horror movies like ""The Conjuring (2013)"" Or ""The Exorcist (1973)""","SYSTEM   ""The Haunting (1999)"" is a really scary ghost movie. It's great.",USER   I don't like that one,1,1,2.0,"SYSTEM   I would also recommend ""Halloween (1978)"" it's very scary.You could watch the movie ""Scream (1996)"" it's great.","USER   mmm I would prefer something more like ""The Amityville Curse (1990)""","SYSTEM   Have you seen ""Seven (1995)""? That's a great one that is somewhat similar.",USER   Oh yea I will watch that again great choice!,3,3,5
G3,SYSTEM   What sort of movies are you wanting to see?,"USER   I need a Christmas movie, something like “Die hard (1988)”","SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family.",1,1,2,"SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family. Can you recommend horror movies like ""The Conjuring (2013)"" Or ""The Exorcist (1973)""","SYSTEM   ""The Haunting (1999)"" is a really scary ghost movie. It's great.",USER   I don't like that one,1,1,2.0,"SYSTEM   I would also recommend ""Halloween (1978)"" it's very scary.You could watch the movie ""Scream (1996)"" it's great.","USER   mmm I would prefer something more like ""The Amityville Curse (1990)""","SYSTEM   Have you seen ""Seven (1995)""? That's a great one that is somewhat similar.",USER   Oh yea I will watch that again great choice!,3,1,5
G3,SYSTEM   What sort of movies are you wanting to see?,"USER   I need a Christmas movie, something like “Die hard (1988)”","SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family.",1,1,1,"SYSTEM   Perhaps ""Debbie Does Dallas (1978)""","USER   no, I don't think that is a good one for the family. Can you recommend horror movies like ""The Conjuring (2013)"" Or ""The Exorcist (1973)""","SYSTEM   ""The Haunting (1999)"" is a really scary ghost movie. It's great.",USER   I don't like that one,1,1,1.0,"SYSTEM   I would also recommend ""Halloween (1978)"" it's very scary.You could watch the movie ""Scream (1996)"" it's great.","USER   mmm I would prefer something more like ""The Amityville Curse (1990)""","SYSTEM   Have you seen ""Seven (1995)""? That's a great one that is somewhat similar.",USER   Oh yea I will watch that again great choice!,3,3,5
KU,SYSTEM	Hi what kind of movies do you like,USER	Any good movies you can recommend from the horror genre?,"SYSTEM	Oh yes have you seen ""Jigsaw (2017)""","USER	I have not, but I will check it out. Good recommendation. I love old movies like ""Jaws  (1975)""",3,3,5,"SYSTEM	old movies are awesome a weird horror flick is  ""May  (2002)""",USER	I've seen that one. It's great,"SYSTEM	oh wow not many people have I also love ""Cujo  (1983)"" I have a huge Stephen King fan","USER	Cujo is a classic, but it really made me afraid of dogs, Couldn't look at St Bernard's the same after that one",3,3,5.0,SYSTEM	lol I showed it to my aunt when she got a new neighbor with 2 st bernards,USER	Poor aunt,"SYSTEM	going along with Stephen King ""Carrie  (1976)"" is great too",USER	Classic. I love Nancy Allen in that one,3,3,5
KU,SYSTEM	Hi what kind of movies do you like,USER	Any good movies you can recommend from the horror genre?,"SYSTEM	Oh yes have you seen ""Jigsaw (2017)""","USER	I have not, but I will check it out. Good recommendation. I love old movies like ""Jaws  (1975)""",3,3,5,"SYSTEM	old movies are awesome a weird horror flick is  ""May  (2002)""",USER	I've seen that one. It's great,"SYSTEM	oh wow not many people have I also love ""Cujo  (1983)"" I have a huge Stephen King fan","USER	Cujo is a classic, but it really made me afraid of dogs, Couldn't look at St Bernard's the same after that one",3,3,5.0,SYSTEM	lol I showed it to my aunt when she got a new neighbor with 2 st bernards,USER	Poor aunt,"SYSTEM	going along with Stephen King ""Carrie  (1976)"" is great too",USER	Classic. I love Nancy Allen in that one,3,3,5
KU,SYSTEM	Hi what kind of movies do you like,USER	Any good movies you can recommend from the horror genre?,"SYSTEM	Oh yes have you seen ""Jigsaw (2017)""","USER	I have not, but I will check it out. Good recommendation. I love old movies like ""Jaws  (1975)""",3,3,5,"SYSTEM	old movies are awesome a weird horror flick is  ""May  (2002)""",USER	I've seen that one. It's great,"SYSTEM	oh wow not many people have I also love ""Cujo  (1983)"" I have a huge Stephen King fan","USER	Cujo is a classic, but it really made me afraid of dogs, Couldn't look at St Bernard's the same after that one",2,3,3.0,SYSTEM	lol I showed it to my aunt when she got a new neighbor with 2 st bernards,USER	Poor aunt,"SYSTEM	going along with Stephen King ""Carrie  (1976)"" is great too",USER	Classic. I love Nancy Allen in that one,3,3,5
KU,SYSTEM	Hi what kind of movies do you like,USER	Any good movies you can recommend from the horror genre?,"SYSTEM	Oh yes have you seen ""Jigsaw (2017)""","USER	I have not, but I will check it out. Good recommendation. I love old movies like ""Jaws  (1975)""",3,3,5,"SYSTEM	old movies are awesome a weird horror flick is  ""May  (2002)""",USER	I've seen that one. It's great,"SYSTEM	oh wow not many people have I also love ""Cujo  (1983)"" I have a huge Stephen King fan","USER	Cujo is a classic, but it really made me afraid of dogs, Couldn't look at St Bernard's the same after that one",3,3,5.0,SYSTEM	lol I showed it to my aunt when she got a new neighbor with 2 st bernards,USER	Poor aunt,"SYSTEM	going along with Stephen King ""Carrie  (1976)"" is great too",USER	Classic. I love Nancy Allen in that one,3,3,5
UA,SYSTEM	how can i help you tonight,"USER	well my girls want to see a movie like ""The Goonies (1985)"" and I can't find one","SYSTEM	Have they seen ""Ghostbusters (1984)""","USER	Umm no, that's a good idea though",3,3,5,"SYSTEM	""Ghostbusters (1984)"" is a good one they may likewhat about ""The Parent Trap  (1998)""i like the older version ""The Parent Trap  (1961)""",USER	Actually I think they will like that one better,SYSTEM	it is a good girl film,USER	Hayley Mills? Yeah.. they will like that,3,3,5.0,"SYSTEM	another good one is ""The Blue Lagoon  (1980)""they made a new version but, the older one is better",USER	Yikes.. not ready for that one,SYSTEM	I understand,USER	well I'll check out the parent trap.. thank you for your help and good night,1,3,2
UA,SYSTEM	how can i help you tonight,"USER	well my girls want to see a movie like ""The Goonies (1985)"" and I can't find one","SYSTEM	Have they seen ""Ghostbusters (1984)""","USER	Umm no, that's a good idea though",3,3,5,"SYSTEM	""Ghostbusters (1984)"" is a good one they may likewhat about ""The Parent Trap  (1998)""i like the older version ""The Parent Trap  (1961)""",USER	Actually I think they will like that one better,SYSTEM	it is a good girl film,USER	Hayley Mills? Yeah.. they will like that,3,3,5.0,"SYSTEM	another good one is ""The Blue Lagoon  (1980)""they made a new version but, the older one is better",USER	Yikes.. not ready for that one,SYSTEM	I understand,USER	well I'll check out the parent trap.. thank you for your help and good night,1,1,1
UA,SYSTEM	how can i help you tonight,"USER	well my girls want to see a movie like ""The Goonies (1985)"" and I can't find one","SYSTEM	Have they seen ""Ghostbusters (1984)""","USER	Umm no, that's a good idea though",3,3,5,"SYSTEM	""Ghostbusters (1984)"" is a good one they may likewhat about ""The Parent Trap  (1998)""i like the older version ""The Parent Trap  (1961)""",USER	Actually I think they will like that one better,SYSTEM	it is a good girl film,USER	Hayley Mills? Yeah.. they will like that,0,1,3.0,"SYSTEM	another good one is ""The Blue Lagoon  (1980)""they made a new version but, the older one is better",USER	Yikes.. not ready for that one,SYSTEM	I understand,USER	well I'll check out the parent trap.. thank you for your help and good night,0,1,3
UA,SYSTEM	how can i help you tonight,"USER	well my girls want to see a movie like ""The Goonies (1985)"" and I can't find one","SYSTEM	Have they seen ""Ghostbusters (1984)""","USER	Umm no, that's a good idea though",3,2,5,"SYSTEM	""Ghostbusters (1984)"" is a good one they may likewhat about ""The Parent Trap  (1998)""i like the older version ""The Parent Trap  (1961)""",USER	Actually I think they will like that one better,SYSTEM	it is a good girl film,USER	Hayley Mills? Yeah.. they will like that,0,2,3.0,"SYSTEM	another good one is ""The Blue Lagoon  (1980)""they made a new version but, the older one is better",USER	Yikes.. not ready for that one,SYSTEM	I understand,USER	well I'll check out the parent trap.. thank you for your help and good night,0,1,2
DT,SYSTEM	Hi. How are you?I heard you were thinking of watching a movie. What type of movies do you usually like?,USER	I'd love a romantic comedy.,"SYSTEM	Me too. A few of my favorites are ""How to Lose a Guy in 10 Days (2003)"", ""The Proposal  (2009)"" and ""10 Things I Hate About You(1999)""",USER	ok I saw one of those.,2,3,3,SYSTEM	They have fabulous casts.,USER	I know they do. I want heart break with my romance. Any like that?,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,3,3,4.0,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,"SYSTEM	""While You Were Sleeping  (1995)"" has some sad moments too","USER	I read ""Little Women  (1994)""",2,3,3
DT,SYSTEM	Hi. How are you?I heard you were thinking of watching a movie. What type of movies do you usually like?,USER	I'd love a romantic comedy.,"SYSTEM	Me too. A few of my favorites are ""How to Lose a Guy in 10 Days (2003)"", ""The Proposal  (2009)"" and ""10 Things I Hate About You(1999)""",USER	ok I saw one of those.,2,2,3,SYSTEM	They have fabulous casts.,USER	I know they do. I want heart break with my romance. Any like that?,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,2,2,3.0,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,"SYSTEM	""While You Were Sleeping  (1995)"" has some sad moments too","USER	I read ""Little Women  (1994)""",2,2,3
DT,SYSTEM	Hi. How are you?I heard you were thinking of watching a movie. What type of movies do you usually like?,USER	I'd love a romantic comedy.,"SYSTEM	Me too. A few of my favorites are ""How to Lose a Guy in 10 Days (2003)"", ""The Proposal  (2009)"" and ""10 Things I Hate About You(1999)""",USER	ok I saw one of those.,2,2,3,SYSTEM	They have fabulous casts.,USER	I know they do. I want heart break with my romance. Any like that?,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,2,3,3.0,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,"SYSTEM	""While You Were Sleeping  (1995)"" has some sad moments too","USER	I read ""Little Women  (1994)""",3,2,4
DT,SYSTEM	Hi. How are you?I heard you were thinking of watching a movie. What type of movies do you usually like?,USER	I'd love a romantic comedy.,"SYSTEM	Me too. A few of my favorites are ""How to Lose a Guy in 10 Days (2003)"", ""The Proposal  (2009)"" and ""10 Things I Hate About You(1999)""",USER	ok I saw one of those.,2,1,3,SYSTEM	They have fabulous casts.,USER	I know they do. I want heart break with my romance. Any like that?,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,2,3,3.0,"SYSTEM	Hmmm...like it ends sad? Well, ""Little Women  (1994)"" has a lot of emotional turbulence although it is not a romantic comedy",USER	or it's sad in the middle. Sorry.,"SYSTEM	""While You Were Sleeping  (1995)"" has some sad moments too","USER	I read ""Little Women  (1994)""",2,3,3
F4,SYSTEM	Are you looking for a specific genre movie? Or actor?,"USER	no, whats new?",SYSTEM	In theaters now or already released?,USER	already released recently,0,2,3,SYSTEM	In theaters now or already released?,USER	already released recently,"SYSTEM	Have you watched the new ""Jumanji  (2017)?"" It features Jack Black, Dwayne ""The Rock"" Johnson, and Kevin Hart.Instead of a board game like the old movie, it's a video game.",USER	no i havent seen that! That sounds really cool Thanks any new crime movies?,3,3,4.0,"SYSTEM	""Get Out (2017)"" could be considered a crime movie, but also a thriller",USER	Getout was horrible,"SYSTEM	""Gnomeo & Juliet: Sherlock Gnomes (2018)"" is a new kids movie that looks great!I have to agree, although it got such rave reviews",USER	ok thanks for the suggestions I appreciate it.,2,3,3
F4,SYSTEM	Are you looking for a specific genre movie? Or actor?,"USER	no, whats new?",SYSTEM	In theaters now or already released?,USER	already released recently,0,1,2,SYSTEM	In theaters now or already released?,USER	already released recently,"SYSTEM	Have you watched the new ""Jumanji  (2017)?"" It features Jack Black, Dwayne ""The Rock"" Johnson, and Kevin Hart.Instead of a board game like the old movie, it's a video game.",USER	no i havent seen that! That sounds really cool Thanks any new crime movies?,3,3,5.0,"SYSTEM	""Get Out (2017)"" could be considered a crime movie, but also a thriller",USER	Getout was horrible,"SYSTEM	""Gnomeo & Juliet: Sherlock Gnomes (2018)"" is a new kids movie that looks great!I have to agree, although it got such rave reviews",USER	ok thanks for the suggestions I appreciate it.,2,3,4
F4,SYSTEM	Are you looking for a specific genre movie? Or actor?,"USER	no, whats new?",SYSTEM	In theaters now or already released?,USER	already released recently,0,1,3,SYSTEM	In theaters now or already released?,USER	already released recently,"SYSTEM	Have you watched the new ""Jumanji  (2017)?"" It features Jack Black, Dwayne ""The Rock"" Johnson, and Kevin Hart.Instead of a board game like the old movie, it's a video game.",USER	no i havent seen that! That sounds really cool Thanks any new crime movies?,3,1,5.0,"SYSTEM	""Get Out (2017)"" could be considered a crime movie, but also a thriller",USER	Getout was horrible,"SYSTEM	""Gnomeo & Juliet: Sherlock Gnomes (2018)"" is a new kids movie that looks great!I have to agree, although it got such rave reviews",USER	ok thanks for the suggestions I appreciate it.,2,1,3
F4,SYSTEM	Are you looking for a specific genre movie? Or actor?,"USER	no, whats new?",SYSTEM	In theaters now or already released?,USER	already released recently,2,1,3,SYSTEM	In theaters now or already released?,USER	already released recently,"SYSTEM	Have you watched the new ""Jumanji  (2017)?"" It features Jack Black, Dwayne ""The Rock"" Johnson, and Kevin Hart.Instead of a board game like the old movie, it's a video game.",USER	no i havent seen that! That sounds really cool Thanks any new crime movies?,3,3,4.0,"SYSTEM	""Get Out (2017)"" could be considered a crime movie, but also a thriller",USER	Getout was horrible,"SYSTEM	""Gnomeo & Juliet: Sherlock Gnomes (2018)"" is a new kids movie that looks great!I have to agree, although it got such rave reviews",USER	ok thanks for the suggestions I appreciate it.,3,3,3
3G,SYSTEM	Hi there. What types of movie genre do you like?,USER	i like really funny but also intelligent movies witty and clever,"SYSTEM	What about ""Toy Story (1995)"" ?","USER	no, that's for kids, right?",1,3,2,"SYSTEM	How about ""Hitch  (2005)"" ?",USER	i've never heard of that. what is it about?,SYSTEM	Really? It is an amazing film played by Will Smith who works as a coach hooking people up.Funny and witty at the same time.,"USER	what do you mean by 'hooking people up' like, love connections?",3,3,4.0,"SYSTEM	How about ""The Proposal  (2009)"" ?",USER	what's that about?,SYSTEM	Oh my you don't watch a lot of movies do you miss?,USER	miss? did you miss something? are you assuming i'm a woman? a 'miss',0,2,1
3G,SYSTEM	Hi there. What types of movie genre do you like?,USER	i like really funny but also intelligent movies witty and clever,"SYSTEM	What about ""Toy Story (1995)"" ?","USER	no, that's for kids, right?",1,1,2,"SYSTEM	How about ""Hitch  (2005)"" ?",USER	i've never heard of that. what is it about?,SYSTEM	Really? It is an amazing film played by Will Smith who works as a coach hooking people up.Funny and witty at the same time.,"USER	what do you mean by 'hooking people up' like, love connections?",2,3,3.0,"SYSTEM	How about ""The Proposal  (2009)"" ?",USER	what's that about?,SYSTEM	Oh my you don't watch a lot of movies do you miss?,USER	miss? did you miss something? are you assuming i'm a woman? a 'miss',2,1,2
3G,SYSTEM	Hi there. What types of movie genre do you like?,USER	i like really funny but also intelligent movies witty and clever,"SYSTEM	What about ""Toy Story (1995)"" ?","USER	no, that's for kids, right?",1,1,1,"SYSTEM	How about ""Hitch  (2005)"" ?",USER	i've never heard of that. what is it about?,SYSTEM	Really? It is an amazing film played by Will Smith who works as a coach hooking people up.Funny and witty at the same time.,"USER	what do you mean by 'hooking people up' like, love connections?",2,2,3.0,"SYSTEM	How about ""The Proposal  (2009)"" ?",USER	what's that about?,SYSTEM	Oh my you don't watch a lot of movies do you miss?,USER	miss? did you miss something? are you assuming i'm a woman? a 'miss',1,2,3
3G,SYSTEM	Hi there. What types of movie genre do you like?,USER	i like really funny but also intelligent movies witty and clever,"SYSTEM	What about ""Toy Story (1995)"" ?","USER	no, that's for kids, right?",1,3,2,"SYSTEM	How about ""Hitch  (2005)"" ?",USER	i've never heard of that. what is it about?,SYSTEM	Really? It is an amazing film played by Will Smith who works as a coach hooking people up.Funny and witty at the same time.,"USER	what do you mean by 'hooking people up' like, love connections?",2,3,4.0,"SYSTEM	How about ""The Proposal  (2009)"" ?",USER	what's that about?,SYSTEM	Oh my you don't watch a lot of movies do you miss?,USER	miss? did you miss something? are you assuming i'm a woman? a 'miss',0,1,2
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,2,1,3,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.",3,3,5.0,"SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",3,1,4
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,2,3,3,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.",2,3,3.0,"SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",3,3,4
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,1,3,3,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.",1,2,3.0,"SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",3,3,4
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,2,1,3,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.",2,1,3.0,"SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",2,1,4
TJ,SYSTEM  Hi,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,3,1,5,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun",3,3,5.0,"SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.",2,3,4
TJ,SYSTEM  Hi,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,3,1,5,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun",3,3,5.0,"SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.",3,3,5
TJ,SYSTEM  Hi,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,3,1,5,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun",3,3,5.0,"SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.",3,3,5
TJ,SYSTEM  Hi,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,3,3,5,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun",3,3,5.0,"SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.",3,3,4
